# UTIAS Multi-Robot Cooperative Localization and Mapping Dataset
# produced by Keith Leung (keith.leung@robotics.utias.utoronto.ca) 2009
# Robot Groundtruth Data Fomat:
# Time [s]    x [m]    y [m]    orientation [rad] 
1248297557.362   1.24963450 	 1.89222040 	 3.02150000  
1248297557.401   1.24903070 	 1.89212540 	 3.01990000  
1248297557.420   1.24682860 	 1.89225850 	 3.01720000  
1248297557.423   1.24623740 	 1.89247230 	 3.01790000  
1248297557.483   1.24279370 	 1.89375710 	 3.02240000  
1248297557.537   1.23886490 	 1.89396420 	 3.02090000  
1248297557.544   1.23811580 	 1.89388270 	 3.02000000  
1248297557.587   1.23498640 	 1.89416430 	 3.02120000  
1248297557.618   1.23445530 	 1.89441130 	 3.02210000  
1248297557.638   1.23150840 	 1.89551640 	 3.02310000  
1248297557.667   1.23082660 	 1.89558620 	 3.02200000  
1248297557.699   1.22774060 	 1.89535220 	 3.01540000  
1248297557.750   1.22353760 	 1.89542650 	 3.01630000  
1248297557.782   1.22296670 	 1.89558720 	 3.01790000  
1248297557.811   1.21988870 	 1.89603670 	 3.02210000  
1248297557.840   1.21919530 	 1.89601150 	 3.02150000  
1248297557.867   1.21634380 	 1.89568670 	 3.01580000  
1248297557.889   1.21569210 	 1.89564590 	 3.01470000  
1248297557.920   1.21314800 	 1.89625930 	 3.01690000  
1248297557.953   1.21260410 	 1.89652510 	 3.01850000  
1248297557.988   1.20909940 	 1.89756470 	 3.02370000  
1248297558.042   1.20478010 	 1.89729560 	 3.01800000  
1248297558.071   1.20414490 	 1.89725890 	 3.01730000  
1248297558.104   1.20095340 	 1.89822580 	 3.01980000  
1248297558.124   1.20025960 	 1.89851330 	 3.02070000  
1248297558.156   1.19729680 	 1.89900830 	 3.02140000  
1248297558.184   1.19655670 	 1.89892250 	 3.02070000  
1248297558.214   1.19320410 	 1.89816660 	 3.01530000  
1248297558.246   1.19262380 	 1.89816390 	 3.01500000  
1248297558.259   1.19028990 	 1.89902760 	 3.01930000  
1248297558.285   1.18972060 	 1.89931130 	 3.02070000  
1248297558.318   1.18724330 	 1.89991410 	 3.02320000  
1248297558.324   1.18655320 	 1.89989840 	 3.02270000  
1248297558.382   1.18309870 	 1.89933840 	 3.01720000  
1248297558.433   1.17914670 	 1.90033580 	 3.01970000  
1248297558.465   1.17847710 	 1.90061720 	 3.02080000  
1248297558.496   1.17512640 	 1.90116280 	 3.01970000  
1248297558.517   1.17448970 	 1.90108660 	 3.01840000  
1248297558.549   1.17164700 	 1.90092790 	 3.01440000  
1248297558.585   1.17102480 	 1.90112450 	 3.01520000  
1248297558.608   1.16726410 	 1.90264960 	 3.02210000  
1248297558.638   1.16643040 	 1.90284780 	 3.02280000  
1248297558.663   1.16327570 	 1.90285020 	 3.02150000  
1248297558.687   1.16262590 	 1.90269290 	 3.02030000  
1248297558.722   1.15986510 	 1.90217540 	 3.01520000  
1248297558.752   1.15932530 	 1.90227650 	 3.01570000  
1248297558.786   1.15592210 	 1.90352550 	 3.02290000  
1248297558.848   1.15076080 	 1.90355390 	 3.01760000  
1248297558.900   1.14697160 	 1.90356020 	 3.00950000  
1248297558.922   1.14649340 	 1.90381760 	 3.01050000  
1248297558.970   1.14351190 	 1.90509130 	 3.01850000  
1248297559.030   1.13918390 	 1.90514320 	 3.01660000  
1248297559.086   1.13596070 	 1.90561880 	 3.01390000  
1248297559.123   1.13535540 	 1.90586000 	 3.01460000  
1248297559.144   1.13251510 	 1.90652430 	 3.01690000  
1248297559.196   1.12809320 	 1.90608090 	 3.01310000  
1248297559.199   1.12743340 	 1.90601190 	 3.01240000  
1248297559.266   1.12444940 	 1.90667100 	 3.01520000  
1248297559.282   1.12384800 	 1.90697090 	 3.01680000  
1248297559.314   1.12045000 	 1.90798030 	 3.02160000  
1248297559.343   1.11974370 	 1.90799570 	 3.02140000  
1248297559.369   1.11633210 	 1.90749680 	 3.01620000  
1248297559.390   1.11574380 	 1.90742840 	 3.01540000  
1248297559.422   1.11363520 	 1.90787610 	 3.01640000  
1248297559.451   1.11313520 	 1.90813850 	 3.01750000  
1248297559.482   1.11053430 	 1.90901270 	 3.02060000  
1248297559.540   1.10556610 	 1.90894070 	 3.01470000  
1248297559.598   1.10226810 	 1.90952340 	 3.01530000  
1248297559.661   1.09827810 	 1.91072100 	 3.02170000  
1248297559.674   1.09746130 	 1.91072300 	 3.02130000  
1248297559.721   1.09354250 	 1.91016730 	 3.01580000  
1248297559.779   1.08976650 	 1.91104770 	 3.01980000  
1248297559.785   1.08914330 	 1.91132170 	 3.02120000  
1248297559.835   1.08593570 	 1.91184310 	 3.02270000  
1248297559.868   1.08519910 	 1.91174760 	 3.02190000  
1248297559.910   1.08135080 	 1.91118900 	 3.01760000  
1248297559.940   1.07806460 	 1.91236310 	 3.02040000  
1248297559.972   1.07740180 	 1.91263650 	 3.02100000  
1248297559.994   1.07437600 	 1.91302640 	 3.01900000  
1248297560.026   1.07358200 	 1.91295620 	 3.01760000  
1248297560.052   1.07067970 	 1.91243440 	 3.01220000  
1248297560.105   1.06783960 	 1.91376340 	 3.01920000  
1248297560.139   1.06737520 	 1.91415380 	 3.02130000  
1248297560.162   1.06627570 	 1.91478180 	 3.02450000  
1248297560.188   1.06640390 	 1.91460610 	 3.02370000  
1248297560.223   1.06833190 	 1.91331070 	 3.01890000  
1248297560.259   1.06869940 	 1.91314690 	 3.01850000  
1248297560.282   1.06868840 	 1.91307400 	 3.01970000  
1248297560.311   1.06830640 	 1.91313790 	 3.02010000  
1248297560.340   1.06681120 	 1.91323560 	 3.01920000  
1248297560.362   1.06675370 	 1.91322500 	 3.01860000  
1248297560.411   1.06710370 	 1.91312370 	 3.01590000  
1248297560.413   1.06697000 	 1.91314190 	 3.01600000  
1248297560.465   1.06459390 	 1.91348400 	 3.01840000  
1248297560.493   1.06387620 	 1.91357440 	 3.01860000  
1248297560.524   1.06077970 	 1.91381810 	 3.01750000  
1248297560.548   1.06037190 	 1.91385530 	 3.01730000  
1248297560.584   1.05874170 	 1.91440310 	 3.01950000  
1248297560.611   1.05827020 	 1.91457740 	 3.02040000  
1248297560.644   1.05484160 	 1.91535700 	 3.02400000  
1248297560.663   1.05409520 	 1.91542340 	 3.02390000  
1248297560.698   1.05076400 	 1.91519270 	 3.01920000  
1248297560.728   1.05017090 	 1.91507790 	 3.01800000  
1248297560.766   1.04717040 	 1.91523520 	 3.01800000  
1248297560.781   1.04657080 	 1.91547670 	 3.01930000  
1248297560.819   1.04344720 	 1.91687330 	 3.02540000  
1248297560.843   1.04281170 	 1.91703210 	 3.02550000  
1248297560.883   1.03918240 	 1.91689800 	 3.02010000  
1248297560.921   1.03846450 	 1.91671590 	 3.01830000  
1248297560.942   1.03605050 	 1.91625850 	 3.01390000  
1248297560.981   1.03322470 	 1.91733680 	 3.02050000  
1248297561.013   1.03249270 	 1.91759950 	 3.02190000  
1248297561.044   1.02850550 	 1.91801590 	 3.02130000  
1248297561.072   1.02779910 	 1.91792730 	 3.01990000  
1248297561.095   1.02560020 	 1.91747050 	 3.01510000  
1248297561.125   1.02509740 	 1.91749330 	 3.01510000  
1248297561.151   1.02179880 	 1.91877510 	 3.02150000  
1248297561.184   1.02100550 	 1.91907850 	 3.02270000  
1248297561.210   1.01771170 	 1.91968540 	 3.02230000  
1248297561.260   1.01389140 	 1.91924600 	 3.01480000  
1248297561.292   1.01336890 	 1.91929560 	 3.01470000  
1248297561.325   1.01036050 	 1.92056490 	 3.02010000  
1248297561.345   1.00963440 	 1.92084050 	 3.02120000  
1248297561.379   1.00566690 	 1.92111770 	 3.01970000  
1248297561.412   1.00489200 	 1.92096420 	 3.01820000  
1248297561.444   1.00153580 	 1.92055640 	 3.01560000  
1248297561.465   1.00097050 	 1.92073750 	 3.01690000  
1248297561.502   0.99784190 	 1.92215460 	 3.02570000  
1248297561.530   0.99711540 	 1.92233260 	 3.02630000  
1248297561.568   0.99336810 	 1.92209480 	 3.02150000  
1248297561.627   0.98940930 	 1.92214720 	 3.01890000  
1248297561.683   0.98630130 	 1.92367420 	 3.02390000  
1248297561.735   0.98212900 	 1.92340180 	 3.01710000  
1248297561.764   0.98145810 	 1.92326030 	 3.01580000  
1248297561.790   0.97831390 	 1.92378500 	 3.01730000  
1248297561.813   0.97766960 	 1.92410510 	 3.01870000  
1248297561.862   0.97387700 	 1.92496340 	 3.02130000  
1248297561.917   0.96913260 	 1.92420910 	 3.01480000  
1248297561.923   0.96848100 	 1.92421500 	 3.01490000  
1248297561.976   0.96585920 	 1.92549040 	 3.02280000  
1248297562.000   0.96532290 	 1.92578920 	 3.02450000  
1248297562.035   0.96203100 	 1.92629980 	 3.02470000  
1248297562.063   0.96128880 	 1.92620200 	 3.02330000  
1248297562.092   0.95745810 	 1.92575220 	 3.01700000  
1248297562.132   0.95675560 	 1.92583450 	 3.01690000  
1248297562.153   0.95347440 	 1.92716270 	 3.02290000  
1248297562.185   0.95281900 	 1.92738070 	 3.02380000  
1248297562.211   0.94945780 	 1.92733490 	 3.02010000  
1248297562.233   0.94876930 	 1.92714660 	 3.01860000  
1248297562.270   0.94542300 	 1.92695350 	 3.01760000  
1248297562.296   0.94477200 	 1.92721290 	 3.01930000  
1248297562.330   0.94121480 	 1.92885850 	 3.02700000  
1248297562.348   0.94045720 	 1.92901650 	 3.02700000  
1248297562.395   0.93663070 	 1.92874120 	 3.02010000  
1248297562.417   0.93590480 	 1.92858440 	 3.01850000  
1248297562.452   0.93274780 	 1.92908520 	 3.02060000  
1248297562.483   0.93214220 	 1.92943600 	 3.02280000  
1248297562.509   0.92886960 	 1.93066310 	 3.02850000  
1248297562.530   0.92815560 	 1.93066500 	 3.02790000  
1248297562.581   0.92456430 	 1.92979640 	 3.01960000  
1248297562.631   0.92065570 	 1.93055680 	 3.02310000  
1248297562.654   0.91999270 	 1.93094370 	 3.02510000  
1248297562.691   0.91664030 	 1.93181830 	 3.02660000  
1248297562.717   0.91598670 	 1.93173400 	 3.02500000  
1248297562.750   0.91284780 	 1.93087360 	 3.01570000  
1248297562.780   0.91221900 	 1.93089320 	 3.01540000  
1248297562.815   0.90969440 	 1.93210350 	 3.02080000  
1248297562.827   0.90904240 	 1.93253480 	 3.02260000  
1248297562.861   0.90648870 	 1.93347630 	 3.02530000  
1248297562.915   0.90237460 	 1.93243010 	 3.01790000  
1248297562.936   0.90165750 	 1.93227750 	 3.01730000  
1248297562.970   0.89834150 	 1.93308930 	 3.02300000  
1248297562.998   0.89771790 	 1.93343640 	 3.02480000  
1248297563.022   0.89507640 	 1.93431990 	 3.02630000  
1248297563.045   0.89438370 	 1.93431050 	 3.02490000  
1248297563.079   0.89090580 	 1.93339730 	 3.01510000  
1248297563.101   0.89020260 	 1.93327580 	 3.01430000  
1248297563.149   0.88682440 	 1.93426980 	 3.02220000  
1248297563.171   0.88614030 	 1.93465120 	 3.02470000  
1248297563.203   0.88232200 	 1.93552560 	 3.02730000  
1248297563.234   0.88152700 	 1.93544610 	 3.02570000  
1248297563.261   0.87816080 	 1.93458960 	 3.01680000  
1248297563.282   0.87765500 	 1.93461310 	 3.01660000  
1248297563.335   0.87493850 	 1.93613790 	 3.02540000  
1248297563.387   0.87027360 	 1.93661140 	 3.02640000  
1248297563.416   0.86939600 	 1.93639180 	 3.02460000  
1248297563.445   0.86542280 	 1.93596330 	 3.02120000  
1248297563.451   0.86477650 	 1.93627900 	 3.02260000  
1248297563.500   0.86155820 	 1.93844670 	 3.03150000  
1248297563.530   0.86086420 	 1.93866180 	 3.03180000  
1248297563.557   0.85815170 	 1.93848970 	 3.02660000  
1248297563.578   0.85749700 	 1.93825250 	 3.02420000  
1248297563.606   0.85526050 	 1.93777910 	 3.01870000  
1248297563.633   0.85477990 	 1.93798860 	 3.01930000  
1248297563.666   0.85204540 	 1.94015490 	 3.02780000  
1248297563.688   0.85137140 	 1.94039350 	 3.02860000  
1248297563.713   0.84843010 	 1.93993380 	 3.02600000  
1248297563.736   0.84764530 	 1.93956170 	 3.02430000  
1248297563.770   0.84376930 	 1.93844920 	 3.02310000  
1248297563.788   0.84302240 	 1.93868420 	 3.02660000  
1248297563.839   0.84001190 	 1.94101240 	 3.05790000  
1248297563.898   0.83871790 	 1.94146210 	 3.08910000  
1248297563.954   0.83725200 	 1.94086960 	 3.10190000  
1248297563.957   0.83674870 	 1.94084240 	 3.10320000  
1248297564.010   0.83328420 	 1.94062840 	 3.11490000  
1248297564.033   0.83250350 	 1.94063450 	 3.11920000  
1248297564.084   0.82905150 	 1.94116680 	 -3.13530000  
1248297564.145   0.82597180 	 1.94104100 	 -3.10810000  
1248297564.196   0.82363410 	 1.94139160 	 -3.08420000  
1248297564.256   0.82118100 	 1.94145980 	 -3.06690000  
1248297564.306   0.81811150 	 1.94128430 	 -3.04140000  
1248297564.337   0.81757730 	 1.94115500 	 -3.03780000  
1248297564.379   0.81483630 	 1.94070380 	 -3.01870000  
1248297564.408   0.81286270 	 1.94081800 	 -2.99960000  
1248297564.436   0.81239680 	 1.94079890 	 -2.99540000  
1248297564.481   0.81010680 	 1.94009020 	 -2.97790000  
1248297564.519   0.80770870 	 1.93966220 	 -2.95720000  
1248297564.582   0.80486660 	 1.93968070 	 -2.93120000  
1248297564.632   0.80191700 	 1.93994910 	 -2.90980000  
1248297564.674   0.79815550 	 1.93956380 	 -2.89460000  
1248297564.701   0.79744140 	 1.93943620 	 -2.89090000  
1248297564.724   0.79533080 	 1.93927600 	 -2.87240000  
1248297564.750   0.79501290 	 1.93931750 	 -2.86740000  
1248297564.786   0.79401740 	 1.93926860 	 -2.84900000  
1248297564.798   0.79368520 	 1.93915690 	 -2.84470000  
1248297564.825   0.79163590 	 1.93865830 	 -2.82690000  
1248297564.853   0.79102710 	 1.93853970 	 -2.82270000  
1248297564.883   0.78893160 	 1.93786590 	 -2.81100000  
1248297564.886   0.78852880 	 1.93763230 	 -2.80950000  
1248297564.930   0.78685760 	 1.93701930 	 -2.80180000  
1248297564.973   0.78477010 	 1.93734720 	 -2.78330000  
1248297564.998   0.78434390 	 1.93734680 	 -2.77980000  
1248297565.022   0.78237000 	 1.93688350 	 -2.76800000  
1248297565.054   0.78173220 	 1.93671150 	 -2.76530000  
1248297565.078   0.77896950 	 1.93611450 	 -2.75110000  
1248297565.131   0.77611920 	 1.93554170 	 -2.72670000  
1248297565.176   0.77429990 	 1.93491670 	 -2.70070000  
1248297565.228   0.77247220 	 1.93360670 	 -2.67900000  
1248297565.256   0.77205010 	 1.93320760 	 -2.67460000  
1248297565.298   0.76962530 	 1.93124250 	 -2.64620000  
1248297565.323   0.76742190 	 1.92992440 	 -2.62790000  
1248297565.348   0.76693770 	 1.92957470 	 -2.62410000  
1248297565.373   0.76489970 	 1.92838430 	 -2.60990000  
1248297565.399   0.76440310 	 1.92818690 	 -2.60620000  
1248297565.433   0.76241760 	 1.92757110 	 -2.59180000  
1248297565.442   0.76192840 	 1.92739740 	 -2.58810000  
1248297565.480   0.75997890 	 1.92653140 	 -2.57410000  
1248297565.533   0.75768430 	 1.92540650 	 -2.55950000  
1248297565.536   0.75724680 	 1.92516970 	 -2.55660000  
1248297565.561   0.75681250 	 1.92493520 	 -2.55360000  
1248297565.597   0.75496890 	 1.92412950 	 -2.53640000  
1248297565.608   0.75446210 	 1.92395610 	 -2.53070000  
1248297565.636   0.75253440 	 1.92292110 	 -2.50770000  
1248297565.668   0.75214090 	 1.92251710 	 -2.50280000  
1248297565.691   0.75085930 	 1.92053110 	 -2.48630000  
1248297565.737   0.74863670 	 1.91800320 	 -2.46270000  
1248297565.794   0.74603100 	 1.91623870 	 -2.43960000  
1248297565.901   0.74469930 	 1.91215840 	 -2.41190000  
1248297566.012   0.73821440 	 1.91020790 	 -2.35710000  
1248297566.060   0.73605480 	 1.90815250 	 -2.33580000  
1248297566.109   0.73463450 	 1.90635030 	 -2.32020000  
1248297566.115   0.73425540 	 1.90601520 	 -2.31610000  
1248297566.166   0.73262600 	 1.90479910 	 -2.29650000  
1248297566.219   0.73042170 	 1.90314950 	 -2.27100000  
1248297566.270   0.72919150 	 1.90128610 	 -2.25770000  
1248297566.309   0.72730030 	 1.89912020 	 -2.24010000  
1248297566.368   0.72564360 	 1.89673310 	 -2.22140000  
1248297566.400   0.72443740 	 1.89520540 	 -2.20490000  
1248297566.421   0.72412220 	 1.89484390 	 -2.20070000  
1248297566.453   0.72294080 	 1.89328430 	 -2.18550000  
1248297566.473   0.72258970 	 1.89287020 	 -2.18160000  
1248297566.505   0.72100380 	 1.89102690 	 -2.16570000  
1248297566.530   0.72067270 	 1.89051720 	 -2.16210000  
1248297566.566   0.71984360 	 1.88840800 	 -2.14840000  
1248297566.576   0.71963490 	 1.88787750 	 -2.14450000  
1248297566.617   0.71831650 	 1.88597520 	 -2.12580000  
1248297566.630   0.71788690 	 1.88558370 	 -2.12150000  
1248297566.658   0.71639650 	 1.88398830 	 -2.10980000  
1248297566.701   0.71524740 	 1.88179130 	 -2.09630000  
1248297566.717   0.71495840 	 1.88138600 	 -2.09240000  
1248297566.752   0.71364490 	 1.87970760 	 -2.07520000  
1248297566.772   0.71336280 	 1.87924440 	 -2.07080000  
1248297566.803   0.71237790 	 1.87720030 	 -2.05220000  
1248297566.827   0.71208610 	 1.87670550 	 -2.04710000  
1248297566.850   0.71072190 	 1.87484190 	 -2.02660000  
1248297566.873   0.71040350 	 1.87438330 	 -2.02240000  
1248297566.906   0.70939450 	 1.87263340 	 -2.00920000  
1248297566.933   0.70911250 	 1.87223650 	 -2.00600000  
1248297566.955   0.70819630 	 1.87115960 	 -1.99560000  
1248297566.993   0.70705400 	 1.86961960 	 -1.97960000  
1248297567.015   0.70685770 	 1.86930950 	 -1.97710000  
1248297567.050   0.70553220 	 1.86773430 	 -1.96380000  
1248297567.102   0.70375410 	 1.86536090 	 -1.94190000  
1248297567.149   0.70338440 	 1.86300210 	 -1.92240000  
1248297567.210   0.70248660 	 1.86002590 	 -1.90030000  
1248297567.255   0.70190720 	 1.85748110 	 -1.87570000  
1248297567.305   0.70099950 	 1.85563950 	 -1.84890000  
1248297567.309   0.70076730 	 1.85516850 	 -1.84500000  
1248297567.338   0.70012480 	 1.85347120 	 -1.83600000  
1248297567.347   0.69994340 	 1.85284940 	 -1.83310000  
1248297567.386   0.69941070 	 1.85010170 	 -1.81790000  
1248297567.413   0.69935180 	 1.84934610 	 -1.81330000  
1248297567.446   0.69957860 	 1.84616500 	 -1.79620000  
1248297567.483   0.69920570 	 1.84311740 	 -1.77800000  
1248297567.507   0.69892810 	 1.84265870 	 -1.77410000  
1248297567.533   0.69797260 	 1.84140970 	 -1.75970000  
1248297567.562   0.69788010 	 1.84115770 	 -1.75650000  
1248297567.587   0.69760260 	 1.83962910 	 -1.74030000  
1248297567.610   0.69745380 	 1.83908630 	 -1.73530000  
1248297567.636   0.69660410 	 1.83652380 	 -1.71610000  
1248297567.667   0.69644490 	 1.83587460 	 -1.71190000  
1248297567.689   0.69619630 	 1.83344280 	 -1.69750000  
1248297567.746   0.69588660 	 1.83087080 	 -1.67870000  
1248297567.784   0.69600500 	 1.82846240 	 -1.66060000  
1248297567.808   0.69605380 	 1.82795730 	 -1.65670000  
1248297567.833   0.69572810 	 1.82587550 	 -1.63840000  
1248297567.856   0.69550630 	 1.82540300 	 -1.63370000  
1248297567.891   0.69489870 	 1.82400510 	 -1.61760000  
1248297567.943   0.69443440 	 1.82227790 	 -1.59660000  
1248297567.956   0.69430170 	 1.82180410 	 -1.59170000  
1248297567.996   0.69401950 	 1.81944120 	 -1.57480000  
1248297568.035   0.69476790 	 1.81568740 	 -1.55780000  
1248297568.060   0.69482720 	 1.81485480 	 -1.55440000  
1248297568.089   0.69452770 	 1.81197650 	 -1.54140000  
1248297568.139   0.69450500 	 1.81034600 	 -1.52450000  
1248297568.196   0.69418500 	 1.80850450 	 -1.50230000  
1248297568.245   0.69400410 	 1.80578110 	 -1.48480000  
1248297568.285   0.69404970 	 1.80344480 	 -1.47190000  
1248297568.338   0.69458860 	 1.80035360 	 -1.46220000  
1248297568.379   0.69505240 	 1.79675040 	 -1.45410000  
1248297568.424   0.69486490 	 1.79322590 	 -1.43820000  
1248297568.438   0.69499600 	 1.79263050 	 -1.43570000  
1248297568.472   0.69568910 	 1.79035770 	 -1.42750000  
1248297568.491   0.69577700 	 1.78973280 	 -1.42520000  
1248297568.522   0.69567600 	 1.78717560 	 -1.41530000  
1248297568.548   0.69567240 	 1.78660870 	 -1.41360000  
1248297568.579   0.69637760 	 1.78447710 	 -1.41090000  
1248297568.582   0.69659980 	 1.78406630 	 -1.41070000  
1248297568.631   0.69679970 	 1.78228510 	 -1.40700000  
1248297568.681   0.69609060 	 1.77988740 	 -1.40050000  
1248297568.730   0.69697850 	 1.77757460 	 -1.40110000  
1248297568.762   0.69757030 	 1.77355100 	 -1.39030000  
1248297568.781   0.69761840 	 1.77268590 	 -1.38730000  
1248297568.810   0.69861780 	 1.76970120 	 -1.37930000  
1248297568.832   0.69910050 	 1.76914860 	 -1.37870000  
1248297568.862   0.70107550 	 1.76721750 	 -1.37500000  
1248297568.889   0.70135660 	 1.76665390 	 -1.37310000  
1248297568.919   0.70126860 	 1.76369380 	 -1.36610000  
1248297568.925   0.70113530 	 1.76287420 	 -1.36520000  
1248297568.968   0.70128370 	 1.75992490 	 -1.36470000  
1248297568.971   0.70148950 	 1.75935580 	 -1.36450000  
1248297569.019   0.70206320 	 1.75741770 	 -1.35840000  
1248297569.073   0.70183280 	 1.75421790 	 -1.34680000  
1248297569.134   0.70338110 	 1.75104970 	 -1.34680000  
1248297569.154   0.70494330 	 1.74835030 	 -1.34640000  
1248297569.184   0.70507370 	 1.74752980 	 -1.34550000  
1248297569.208   0.70522040 	 1.74405510 	 -1.34120000  
1248297569.257   0.70653390 	 1.74094200 	 -1.34010000  
1248297569.281   0.70689520 	 1.74042650 	 -1.33980000  
1248297569.309   0.70783150 	 1.73789250 	 -1.33700000  
1248297569.361   0.70753500 	 1.73339200 	 -1.33430000  
1248297569.415   0.70868810 	 1.73064530 	 -1.33970000  
1248297569.419   0.70920800 	 1.73027390 	 -1.34150000  
1248297569.465   0.71082740 	 1.72785580 	 -1.34610000  
1248297569.473   0.71092440 	 1.72696020 	 -1.34600000  
1248297569.525   0.71048320 	 1.72296640 	 -1.34090000  
1248297569.562   0.71141620 	 1.71942700 	 -1.33530000  
1248297569.613   0.71317140 	 1.71659350 	 -1.33530000  
1248297569.672   0.71321370 	 1.71187160 	 -1.33310000  
1248297569.710   0.71438390 	 1.70850410 	 -1.33340000  
1248297569.715   0.71482030 	 1.70804520 	 -1.33390000  
1248297569.774   0.71588880 	 1.70593240 	 -1.33490000  
1248297569.803   0.71628470 	 1.70216480 	 -1.33530000  
1248297569.835   0.71651260 	 1.70143900 	 -1.33580000  
1248297569.848   0.71755500 	 1.69941810 	 -1.33720000  
1248297569.864   0.71788370 	 1.69877720 	 -1.33750000  
1248297569.897   0.71842060 	 1.69608900 	 -1.33720000  
1248297569.940   0.71860060 	 1.69314850 	 -1.33680000  
1248297569.946   0.71883810 	 1.69236500 	 -1.33720000  
1248297569.983   0.72010760 	 1.68921090 	 -1.33940000  
1248297570.005   0.72035610 	 1.68845880 	 -1.33960000  
1248297570.033   0.72068670 	 1.68646130 	 -1.33850000  
1248297570.036   0.72069140 	 1.68589750 	 -1.33770000  
1248297570.084   0.72095540 	 1.68364830 	 -1.33390000  
1248297570.118   0.72189040 	 1.68051130 	 -1.33090000  
1248297570.124   0.72215130 	 1.67961900 	 -1.33020000  
1248297570.168   0.72287690 	 1.67624850 	 -1.32700000  
1248297570.217   0.72362710 	 1.67335290 	 -1.32790000  
1248297570.244   0.72382820 	 1.67280230 	 -1.32900000  
1248297570.274   0.72473340 	 1.67024370 	 -1.33480000  
1248297570.303   0.72567060 	 1.66751500 	 -1.34040000  
1248297570.321   0.72587130 	 1.66696140 	 -1.34110000  
1248297570.355   0.72646400 	 1.66494230 	 -1.34090000  
1248297570.387   0.72653670 	 1.66434130 	 -1.34020000  
1248297570.423   0.72679090 	 1.66114180 	 -1.33700000  
1248297570.451   0.72791750 	 1.65693610 	 -1.33340000  
1248297570.480   0.72818930 	 1.65619730 	 -1.33270000  
1248297570.488   0.72843660 	 1.65548580 	 -1.33210000  
1248297570.495   0.72883470 	 1.65412310 	 -1.33110000  
1248297570.519   0.72897250 	 1.65346430 	 -1.33080000  
1248297570.531   0.72920530 	 1.65145320 	 -1.33080000  
1248297570.548   0.72929980 	 1.65073930 	 -1.33090000  
1248297570.565   0.72955350 	 1.64927930 	 -1.33120000  
1248297570.582   0.72973030 	 1.64851800 	 -1.33130000  
1248297570.598   0.73022180 	 1.64695950 	 -1.33120000  
1248297570.617   0.73079840 	 1.64540930 	 -1.33040000  
1248297570.643   0.73106600 	 1.64468070 	 -1.32940000  
1248297570.655   0.73149550 	 1.64332070 	 -1.32540000  
1248297570.676   0.73167040 	 1.64216290 	 -1.31830000  
1248297570.708   0.73138080 	 1.64078340 	 -1.29630000  
1248297570.739   0.73133880 	 1.64050580 	 -1.27750000  
